,SMILES,Experimental LogP,Predicted LogP,Deviation
770,COc1cccc(-n2cc(C(=O)O)c3ccccc3c2=O)c1,2.54,3.1,-0.56
771,O=C(/C=C/c1ccc(O)cc1)CC(=O)/C=C/c1ccc(O)cc1,4.44,2.5,1.94
772,CSc1ccc(NC(=O)CCl)cc1,2.38,2.36,0.02
773,CC1(C)O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,1.9,2.43,-0.53
774,CCCCCC(=O)C(=O)c1ccc(O)cc1O,3.9,1.66,2.24
775,Cc1cccc(C#Cc2ccccc2)n1,3.39,3.06,0.33
776,O=C(Nc1c(-c2ccc(F)cc2)nc2ccccn12)c1cccc(F)c1,4.26,3.86,0.4
777,Cc1[nH]c2ccccc2c1C(=O)C(=O)Nc1ccccc1,3.22,3.2,0.02
778,CN1CCc2cc(O)cc3c2[C@H]1Cc1ccc(O)c(O)c1-3,2.65,1.87,0.78
779,O=C(O[C@H]1C[C@@H]2C[C@@H]3C[C@@H](C1)N2CC3=O)c1c[nH]c2ccccc12,2.33,1.67,0.66
780,Cc1ccn2c(Nc3ccc4c(c3)OCO4)c(-c3ccc(N(C)C)cc3)nc2c1,4.57,4.18,0.39
781,O=S(=O)(c1cccs1)N1CCN(c2ncccn2)CC1,1.47,1.9,-0.43
782,COc1ccc2c(=O)cc(-c3cccnc3)oc2c1OC,1.43,2.83,-1.4
783,CN(C)S(=O)(=O)N1CCN(S(=O)(=O)c2ccc(F)cc2)CC1,-0.27,1.52,-1.79
784,Cn1c(=O)c2c(nc(Oc3ccccc3)n2C)n(C)c1=O,1.64,2.38,-0.74
785,C=C1C[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@]2(C)[C@@]1(OC(C)=O)C(C)=O,3.64,3.59,0.05
786,COc1ccc(C(=O)n2nc(C)cc2C)cc1OC,1.47,2.08,-0.61
787,Cc1onc(-c2ccccc2Cl)c1C(=O)OCn1nnc2ccccc2c1=O,5.13,3.28,1.85
788,C[C@H](N)Cc1cccc(C(F)(F)F)c1,2.68,1.81,0.87
789,Cc1nc2cc(-c3ccccc3)nn2c(C)c1CCC(=O)N1CCN(c2ccccn2)CC1,3.85,3.77,0.08
790,O=C(O)CSc1nnc(-c2ccc(Cl)cc2Cl)n1Cc1ccccc1,4.55,3.7,0.85
791,Cc1ccc(Nc2c(-c3ccc(O)cc3)nc3cccc(C)n23)cc1,4.73,4.97,-0.24
792,Cn1ncc2c(Nc3ccc(O)cc3)nc(Cl)nc21,2.5,2.4,0.1
793,Fc1ccc(-c2csc(Nc3ccccn3)n2)cc1,4.31,3.59,0.72
794,CC(=O)OCc1cc(=O)n(C)c2c3c4c(cc12)c(C)cc(=O)n4CO3,0.49,1.68,-1.19
795,CC(C)Oc1ccc(C(=O)O)cc1,2.25,2.05,0.2
796,Clc1cncc(N2CCNCC2)n1,0.53,0.9,-0.37
797,O=[N+]([O-])c1ccccc1CSc1nc(O)c2nc[nH]c2n1,2.86,1.93,0.93
798,COC(=O)Cn1c(=O)c(=O)n(CC(=O)OC)c2ccccc21,-0.39,0.86,-1.25
799,Cc1ccc(Sc2cncc3sc(C(N)=O)cc23)cc1,3.32,3.78,-0.46
800,C#CC1(N2CCCCC2)CCCCC1,2.99,2.38,0.61
801,O=C(COc1cc(O)c2c(=O)cc(-c3ccccc3)oc2c1)OCc1ccccc1,4.5,4.31,0.19
802,O=C1Oc2ccccc2C(=O)/C1=C1/C=C(c2ccccc2)SS1,3.82,4.19,-0.37
803,CCc1nnc(NS(=O)(=O)c2ccc(N)cc2)s1,0.91,1.74,-0.83
804,Cc1n[nH]c(C)c1S(=O)(=O)N1CCOCC1,-0.56,0.13,-0.69
805,CO[C@@H]1COCC[C@@H]1N[C@@H]1CC[C@@](C(=O)N2CCc3ncc(C(F)(F)F)cc3C2)(C(C)C)C1,2.68,2.43,0.25
806,O=c1cc(N2CCOCC2)oc2c(-c3cccc4c3sc3ccccc34)cccc12,5.38,4.64,0.74
807,CCC(=O)O[C@]1(C(=O)CO)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,3.73,3.13,0.6
808,COc1cc(OC)cc(C2(C#N)CCN(C)CC2)c1,1.7,2.08,-0.38
809,CCOc1ccc(NC(=O)c2cccc(-n3cnnn3)c2)cc1,2.3,3.49,-1.19
810,Nc1ccc(Nc2nc(-c3ccc(Cl)cc3)cs2)cc1,4.56,4.37,0.19
811,Cc1ccc(Nc2c(-c3ccc(C)cc3)nc3cnccn23)cc1,4.13,4.61,-0.48
812,COc1ccc(C(=O)/C(Br)=C/C(=O)O)cc1,2.11,1.91,0.2
813,Cc1c(N2C(=O)c3cccc4cccc(c34)C2=O)c(=O)n(-c2ccccc2)n1C,2.87,3.04,-0.17
814,Cn1c(Cn2c(=O)sc3ccccc32)nnc1SCC(=O)N1CCc2ccccc21,2.61,3.57,-0.96
815,CN1C(=O)CCS(=O)(=O)[C@H]1c1ccc(Cl)cc1,0.92,1.27,-0.35
816,COc1ccc(-c2nc3ccccn3c2Nc2ccccc2C)cc1,4.68,4.71,-0.03
817,N#C/C(=C\c1ccc2ccccc2c1)C(=O)c1ccccc1,4.69,4.71,-0.02
818,O=C1C=C(NCCc2ccccc2)c2ccccc2C1=O,3.26,3.43,-0.17
819,CN(C)CCCN1c2ccc3ccccc3c2Sc2cccc(Cl)c21,5.52,4.95,0.57
820,O=C(O)CNS(=O)(=O)c1cccc2nsnc12,0.42,0.23,0.19
821,O=C(O)CN1C(=O)CN=C(c2ccccn2)c2cc(Cl)ccc21,1.38,2.1,-0.72
822,Cn1ncc2c(Nc3ccccc3Cl)nc(Cl)nc21,3.41,2.98,0.43
823,Cc1ccc(Nc2ccc(N)cc2S(=O)(=O)O)cc1,2.05,1.75,0.3
824,O[C@H]1CN2CC[C@H](O)[C@@H]2[C@@H](O)[C@@H]1O,-2.55,-1.69,-0.86
825,O=C1c2ccccc2C(=O)N1c1nc[nH]n1,0.87,1.12,-0.25
826,Cc1cccc([C@H]2CN(C)CCc3c2cc(O)c(O)c3Cl)c1,3.46,3.0,0.46
827,CN(C)CCN(C)CCc1ccc(Cl)c(Cl)c1,3.43,2.86,0.57
828,CCCCc1c(-c2ccc(OC)cc2)[nH]c2nccnc12,3.65,3.6,0.05
829,Clc1ccc2nc3ccccc3cc2c1,4.11,3.55,0.56
830,Cn1c(SCc2ccc([N+](=O)[O-])cc2)nnc1-c1cccnc1,2.8,2.27,0.53
831,c1ccc2c(Oc3nc(Nc4ccc(N5CCOCC5)cc4)c4ncn(C5CCCCC5)c4n3)cccc2c1,6.82,4.86,1.96
832,Cc1cccc(C)c1Nc1c(-c2ccccc2F)nc2cccc(C)n12,5.69,5.27,0.42
833,Fc1cc(F)c2c(c1)[C@@H]1C=CC[C@@H]1[C@H](c1cccnc1)N2,3.05,2.92,0.13
834,O=C(O)c1ccc(N2CCCCC2)cc1O,2.47,1.82,0.65
835,Cc1cc(C(=O)NCCCN2CCN(c3cc(Cl)ccc3C)CC2)n(-c2ccccc2)n1,4.12,4.42,-0.3
836,O=C(c1ccccc1)c1ccc[nH]1,2.43,2.68,-0.25
837,CC(C)(C)[C@]1(O)CCN2C[C@H]3c4ccccc4CCc4cccc(c43)[C@@H]2C1,4.94,4.63,0.31
838,O=C(OCC(O)COC(=O)c1cccnc1)c1cccnc1,0.72,1.07,-0.35
839,Brc1c(Br)c(Br)c2[nH]cnc2c1Br,4.33,2.74,1.59
840,O=C(NC1CCOCC1)c1ccc(-c2cc(-c3c[nH]nc3-c3ccccn3)ccn2)cc1,2.98,3.26,-0.28
841,Cc1ccc(Nc2c(-c3ccccc3O)nc3cc(C)ccn23)cc1,5.05,4.66,0.39
842,Nc1ccccc1Sc1cc(Cl)nnc1Cl,2.78,3.24,-0.46
843,Cc1ccc(Nc2nccc(N(C)c3ccc4c(C)n(C)nc4c3)n2)cc1S(N)(=O)=O,3.55,3.27,0.28
844,CCOc1ccc(-n2nnc3c(=O)n(C/C=C/c4ccccc4)cnc32)cc1,3.66,3.93,-0.27
845,CC(C)c1cccc(C(C)C)c1N1C(=O)c2ccc(O)cc2C1=O,4.76,3.85,0.91
846,O=c1oc2cc(O)c(Cl)cc2c2ccccc12,3.23,2.87,0.36
847,CC(C)(Cc1ccc2ccccc2c1)NC[C@@H](O)COc1cccc(Cl)c1C#N,4.98,4.56,0.42
848,CCOC(=O)c1[nH]c(C(=O)O)c(OC(=O)CC)c1C,1.73,1.2,0.53
849,CN(c1nc2ccccc2s1)C1CCN(C[C@H](O)COc2ccc(F)c(F)c2)CC1,4.23,3.5,0.73
850,Nc1ncnc2c1cnn2C1CCCCC1,1.43,1.46,-0.03
851,COc1ccc(C(=O)CN(Cc2ccccc2)C2=NCCS2)cc1,3.54,3.33,0.21
852,COc1cc([C@@H]2c3cc4c(cc3[C@@H](O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1O,1.48,2.0,-0.52
853,CC(C)(Cc1c[nH]c2ccc(Cl)cc12)NCCOc1ccccc1OCC1CC1,5.49,4.61,0.88
854,COc1cc(C(=O)C(=O)c2ccc(O)c(OC)c2)ccc1O,2.32,2.63,-0.31
855,CC(C)c1cc(C(F)(F)F)nc(NNc2nc(C(C)C)cc(C(F)(F)F)n2)n1,6.55,3.52,3.03
856,CS(=O)(=O)Nc1ccc(Cc2noc(-c3ccc4[nH]cc(CCN)c4c3)n2)cc1,1.7,3.2,-1.5
857,CCOC(=O)c1ncn2c1[C@@H]1CCCN1C(=O)c1cc(OC)ccc1-2,1.56,2.59,-1.03
858,CC(C)c1ccc(NC(=O)Cn2cnc3c2c(=O)n(C)c(=O)n3C)cc1,1.61,2.98,-1.37
859,Oc1ccc(-c2nc3ncccn3c2Nc2ccc3c(c2)OCCO3)cc1,2.58,3.0,-0.42
860,c1ccc(CN2CCC3(CCCc4ccccc43)CC2)cc1,4.98,4.53,0.45
861,CC(=O)N1CCc2nn(C)c(=O)n2CC1,-0.93,0.09,-1.02
862,COc1cc(O)c(C(=O)/C=C/c2ccccc2)c(OC)c1,3.92,3.67,0.25
863,COC(=O)c1ccc(C(=O)OC)c(O)n1,1.89,0.36,1.53
864,Oc1cccc(-c2nc3cnccn3c2Nc2ccccc2)c1,2.8,3.77,-0.97
865,COc1ccc(C(=C2C(=O)Nc3ccccc32)c2ccc(OC)cc2)cc1,4.38,4.52,-0.14
866,COc1cc([C@H]2Oc3cc([C@H]4Oc5cc(O)cc(O)c5C(=O)[C@@H]4O)ccc3O[C@@H]2CO)ccc1O,2.63,1.38,1.25
867,CC(C)(O)CC[C@@H](O)[C@](C)(O)[C@H]1CC[C@@]2(O)C3=CC(=O)[C@@H]4C[C@@H](O)[C@@H](O)C[C@]4(C)[C@H]3CC[C@]12C,0.61,0.32,0.29
868,COc1ccc2cc1Oc1ccc(cc1)C[C@@H]1c3c(cc(OC)c4c3Oc3cc5c(cc3O4)CCN[C@H]5C2)CCN1C,5.94,4.46,1.48
869,O=S(=O)(Nc1nc2ccc(S(=O)(=O)N3CCCC3)cc2s1)c1ccc(F)cc1,2.89,2.51,0.38
870,Cc1ccc2c(c1)C(=O)[C@]1(O)CCN(c3ccccc3)C1=N2,2.88,2.72,0.16
871,Brc1c(Br)c(Br)c2[nH]nnc2c1Br,4.38,2.67,1.71
872,CN(C)C(=O)c1ccc(-n2nc(C(F)(F)F)c3c2CCCC3)cc1,3.84,2.98,0.86
873,COc1ccc(-c2nnc(SCC(=O)N3CCC(C)CC3)o2)cc1,2.08,2.96,-0.88
874,Cc1nn(-c2ccccc2)c(C)c1/C=N/N1CCN(Cc2ccccc2)CC1,3.56,4.34,-0.78
875,COc1ccccc1NC(=O)C(=O)c1cn(CC(=O)N2CCCC2)c2ccccc12,2.61,3.62,-1.01
876,COCCNS(=O)(=O)c1ccc(-c2ccc(C)cc2)cc1,2.92,3.34,-0.42
877,N#Cc1ccc(N2CCN(C(=O)COc3ccc4[nH]cc(CCN)c4c3)CC2)cc1,2.04,3.54,-1.5
878,CCn1cc(Br)c(C(=O)Nc2ccc(F)c(Cl)c2)n1,3.75,3.11,0.64
879,NCCNS(=O)(=O)c1cccc2c(Cl)cccc12,1.25,2.12,-0.87
880,Nc1nc(F)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O,-1.47,-1.21,-0.26
881,Nc1ncnc2c1c(-c1ccc(Oc3ccccc3)cc1)cn2C1CCCC1,5.01,4.22,0.79
882,Cc1ccnc(Nc2nc(-c3ccccc3)cs2)c1,4.68,4.18,0.5
883,CN(C(=O)Cc1ccc(Cl)c(Cl)c1)[C@@H]1CC[C@]2(CCCO2)C[C@H]1N1CCCC1,3.81,3.84,-0.03
884,CC1(C)CCSC(/C=C/c2ccccc2)=N1,3.99,3.13,0.86
885,COC(=O)CCc1sc(Nc2ccc(OC)cc2)nc1-c1ccc(OC)cc1,4.83,4.27,0.56
886,CC1=C(N2CC2)C(=O)C(CO)=C(N2CC2)C1=O,-0.49,-0.18,-0.31
887,Cc1nc2ccccn2c(=O)c1CCN1CCC(C(=O)c2ccc(F)cc2)CC1,2.82,3.34,-0.52
888,O=C(Oc1cccnc1O)c1cccc(Cl)c1,3.96,2.35,1.61
889,CCOC(=O)Oc1c(OC)cc(C(=O)O[C@@H]2C[C@@H]3CN4CCc5c([nH]c6cc(OC)ccc56)[C@H]4C[C@@H]3[C@H](C(=O)OC)[C@H]2OC)cc1OC,4.27,2.82,1.45
890,CC1CCN(C(=O)CSc2nnc(-c3ccccc3F)o2)CC1,2.38,2.95,-0.57
891,COc1ccccc1CN[C@H]1CCCN[C@H]1c1ccccc1,3.26,3.37,-0.11
892,Fc1ccc(C(OCCN2CCN(CCCc3ccccc3)CC2)c2ccc(F)cc2)cc1,6.24,5.47,0.77
893,C=CCN1CCc2cc(O)c(O)cc2[C@@H](c2ccccc2)C1,3.54,3.29,0.25
894,CN1[C@H]2C[C@H](OC(=O)[C@H](CO)c3ccccc3)C[C@@H]1[C@@H](O)C2,0.42,1.42,-1.0
895,O=C1/C(=N\Nc2ccc(S(=O)(=O)O)cc2)C(c2ccc([N+](=O)[O-])cc2)=NN1c1ccccc1,2.63,3.37,-0.74
896,Cc1ccc(CNCc2ccc3c(c2)n(C)c(=O)n3C)cc1,3.03,3.3,-0.27
897,O=C(Nc1nc(-c2cccnc2)cs1)c1ccc(Br)s1,4.07,2.83,1.24
898,C[C@@H](NCCCc1cccc(C(F)(F)F)c1)c1cccc2ccccc12,6.27,4.6,1.67
899,COc1cc(-c2oc3cc(O)ccc3c(=O)c2O)ccc1O,1.96,2.22,-0.26
900,Clc1ccc([C@H](Cn2ccnc2)OCc2c(Cl)cccc2Cl)c(Cl)c1,5.96,4.33,1.63
901,CCN1CCc2ccccc2C1,2.31,1.97,0.34
902,COc1cc(-c2ccc(Nc3ccccc3C(=O)O)c(OC)c2)ccc1Nc1ccccc1C(=O)O,8.1,5.19,2.91
903,CC(C)(C)n1cc(C(=O)c2ccccc2)cc1-c1ccccc1,5.36,4.65,0.71
904,CCOC(=O)CC(=O)N1CCS[C@@H]1COc1ccccc1OC,1.86,2.41,-0.55
905,C=CCNc1ncnc2sc(SC)nc12,2.67,2.13,0.54
906,Cc1nc2c(-c3ccc(F)cc3)c(C)nn2c(C)c1CCC(=O)N1CCN(c2ccccn2)CC1,3.74,3.76,-0.02
907,CCOc1ccc(NC(=O)c2cc3ccccc3cc2O)cc1,3.95,4.2,-0.25
908,O=C(O)[C@@H]1C[C@H]2C[C@@H](CP(=O)(O)O)CC[C@H]2CN1,-2.16,-0.61,-1.55
909,O=C(Cn1cnc2c(nnn2Cc2ccc(F)cc2)c1=O)N1CCCc2ccccc21,2.6,3.68,-1.08
910,Cc1c(CCN)ccc2c1[nH]c1ccccc12,3.02,2.83,0.19
911,O=C(Cn1nc(Cc2cccnc2)c2ccccc2c1=O)N1CCN(C(=O)c2ccco2)CC1,0.78,1.74,-0.96
912,COCCOc1ccc2c(c1)ncn2-c1ccc2cccc(N3CCC(N)CC3)c2n1,3.01,3.47,-0.46
913,O=[N+]([O-])c1ccc(Sc2ncccn2)c([N+](=O)[O-])c1,2.8,2.38,0.42
914,OCc1cccnc1,-0.01,0.58,-0.59
915,CCOCCc1c(O)nc(SC)nc1O,2.46,0.46,2.0
916,O=S(=O)(c1cccc2c(Cl)cccc12)N1CCCNCC1,2.14,3.01,-0.87
917,CCOC(=O)c1nc(Nc2ccc(C(=O)OCC(C)C)cc2)c2ccccc2n1,5.34,4.06,1.28
918,Cc1cccn2cc(-c3cccc(S(=O)(=O)N4CCCCC4)c3)nc12,3.21,3.1,0.11
919,O=[N+]([O-])c1cccnc1Oc1cccnc1,1.57,1.8,-0.23
920,c1ccc(-c2nnc3nc(N4CCCCC4)nc(N4CCCCC4)n23)cc1,3.46,3.93,-0.47
921,Cn1cnnc1SCC(=O)Nc1ccc(F)cc1,1.17,1.59,-0.42
922,CCN(CC)c1nc(-c2ccc(C(C)(C)C)cc2)nc2ccccc12,6.9,5.48,1.42
923,Cc1nc(N2CCN(c3ccccc3F)CC2)nc(O)c1C,3.65,2.3,1.35
924,O=C(Nc1ccc2ncccc2c1)Nc1ccc2ncccc2c1,3.43,3.3,0.13
925,COc1ccccc1N1CCN(CCN2C(=O)c3ccccc3C(C)(C)C2=O)CC1,3.6,3.43,0.17
926,Oc1ccnc(Nc2ccc(Cl)cc2)n1,3.06,2.24,0.82
927,Cn1cnc([N+](=O)[O-])c1S(=O)(=O)Oc1cccc2ccccc12,2.91,2.86,0.05
928,O=C(/C=C/c1ccc(O)c(O)c1)c1ccc(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c(O)c1O,0.75,0.33,0.42
929,CCOC(=O)c1c(Cc2ccc(Cl)cc2)c[nH]c1C,4.31,3.31,1.0
930,COC(=O)[C@H](Cc1cccc(C(=N)N)c1)[C@@H](C)NC(=O)c1ccc(-c2cc[n+]([O-])cc2)cc1,1.54,2.24,-0.7
931,C[C@@H]1C/C=C/C=C/C=C/C=C/[C@H](O[C@@H]2O[C@H](C)[C@@H](O)[C@H](N)[C@@H]2O)C[C@@H]2O[C@](O)(C[C@@H](O)C[C@H]3O[C@@H]3/C=C/C(=O)O1)C[C@H](O)[C@H]2C(=O)O,-1.69,0.59,-2.28
932,CC(=O)[C@@]1(O)[C@H](C)C[C@H]2[C@@H]3C=C(C)C4=Cc5c(cnn5-c5ccccc5)C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,4.0,4.35,-0.35
933,O=C1c2ccccc2C(=O)c2c(NCCNCCO)ccc(O)c21,1.87,1.38,0.49
934,Cc1nc(-c2ccccc2)c(-c2ccncc2)o1,2.42,2.79,-0.37
935,Cc1nc2ccccc2nc1N1CCCC1,2.54,2.08,0.46
936,Cc1ccccc1Nc1c(-c2cccc(Cl)c2)nc2ncccn12,4.49,4.43,0.06
937,Oc1ccc(-c2nc3ccc(Cl)cn3c2Nc2ccc(Cl)cc2)cc1,5.23,4.55,0.68
938,CCN(CC)CCSC(=O)C(c1ccccc1)c1ccccc1,4.66,4.17,0.49
939,Cc1cc(C)c(S(=O)(=O)N2CCCCC2)c(C)c1N(C)S(=O)(=O)c1ccccc1,4.13,3.32,0.81
940,N[C@H]1CCN(O)C1=O,-2.16,-0.78,-1.38
941,Cc1cc(C)n2c(C)nnc2c1,0.64,1.95,-1.31
942,CC[C@H](C)[C@@H](N)C(=O)O,-1.51,-0.33,-1.18
943,O=C(O)CCn1nnc2ccccc2c1=O,1.73,0.8,0.93
944,C#CCNc1ccc(C(=O)OCC)cc1,2.03,2.46,-0.43
945,O=C(Nc1c(-c2ccccc2)nc2ccc(Cl)cn12)c1cccs1,4.49,3.93,0.56
946,CCCCOC(=O)c1cccnc1,2.08,2.27,-0.19
947,CC(C)c1ccc(-c2nc3ccccc3s2)cc1,5.38,4.41,0.97
948,O=C1NCCCc2c1oc1ccc(O)cc21,1.31,1.52,-0.21
949,CC1CCN(c2nc(-c3ccc(C(C)(C)C)cc3)nc3ccccc23)CC1,7.31,5.55,1.76
950,O=C1CC2(CCCC2)CC(=O)N1CCNC[C@H]1COc2ccccc2O1,1.7,2.63,-0.93
951,CCOC(=O)c1c(C)n(C)c2ccc(OCCN(C)C)cc12,2.72,2.27,0.45
952,O=C(CCS(=O)(=O)c1ccccc1)N1CCCc2ccccc21,2.46,3.32,-0.86
953,COc1ccc([C@@H]2CC(=O)c3c(O)cc(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O[C@@H]4O[C@@H](C)[C@H](O)[C@@H](O)[C@H]4O)cc3O2)cc1O,-0.31,0.17,-0.48
954,CC[C@@](N)(C(=O)O)c1ccc(C(=O)O)cc1,-0.92,-0.33,-0.59
955,CCC(CC)NCCOC(=O)c1ccc([N+](=O)[O-])cc1,3.37,1.84,1.53
956,CCCc1cc(N2CCN(c3ccccn3)CC2)n2nc(C)c(-c3ccccc3)c2n1,5.02,4.68,0.34
957,Fc1ccc(-c2nc3ccccc3[nH]2)cc1,3.43,2.29,1.14
958,c1ccc(-c2nc[nH]c2-c2ccccc2)cc1,3.46,3.35,0.11
959,COC[C@H](O)Cn1ccnc1[N+](=O)[O-],0.03,-0.43,0.46
960,O=C(c1ccc2c(c1)OCO2)N1CCCCC1,1.74,1.79,-0.05
961,COc1ccc(Br)c2c1C(=O)CC2,2.45,2.16,0.29
962,CN1CCN2c3ncccc3Cc3ccccc3[C@@H]2C1,3.21,3.2,0.01
963,Fc1cccc(-c2nn3c(CSc4ccccc4)nnc3s2)c1,4.1,4.09,0.01
964,OCCOCCNc1ncnc2c1c(-c1ccccc1)cn2-c1ccccc1,3.37,3.01,0.36
965,O=C1C=C2C=C[C@@H]3C[C@@]2(O1)[C@H]1CCCCN31,1.41,0.88,0.53
966,CCN(CC)S(=O)(=O)c1cccc(-c2cn3cc(C)ccc3n2)c1,3.07,2.75,0.32
967,c1ccc2c(c1)[nH]c1c3ccccc3sc21,4.07,3.82,0.25
968,CCOC(=O)c1cncn1[C@H](C)c1ccccc1,2.5,2.39,0.11
969,COc1ccc(C(=O)Oc2cccnc2O)cc1,3.2,2.28,0.92
970,COC(=O)CN1CN(c2ccccc2)C2(CCN(Cc3cccc4ccccc34)CC2)C1=O,3.73,4.43,-0.7
971,O=C(c1ccccc1)c1ccccc1C(=O)c1ccccc1,4.89,4.7,0.19
972,COc1cccc(-c2nc(CS(=O)(=O)CC(=O)N3CCN(c4ccccn4)CC3)c(C)o2)c1,1.66,1.76,-0.1
973,Cc1csc(NC(=O)c2ccc(C(=O)Nc3nc(C)cs3)cc2)n1,3.11,3.09,0.02
974,CN1C[C@@H](CO)C=C2c3cccc4[nH]cc(c34)C[C@@H]21,1.52,2.46,-0.94
975,c1ccc(-c2csc(Nc3ncccn3)n2)cc1,3.54,3.44,0.1
976,COCCN=C(S)Nc1ccc2nc(N3CCN(C)CC3)cc(C)c2c1,3.0,3.38,-0.38
977,CC1=C(c2ccccc2)C=NNCC1=O,1.83,1.98,-0.15
978,Cc1ccc(-c2nnc3ccc(SCC(=O)OCc4ccccc4)nn23)cc1,4.49,4.07,0.42
979,COc1cc2c(cc1OC)C(=O)Cc1ccc3c(c1CN(C)CC2)OCO3,2.65,2.5,0.15
980,Cc1cc(N2CCN(C)CC2)nc2ccc(NC(S)=NC3CC3)cc12,3.54,3.52,0.02
981,Cc1c(-c2ccc(Cl)cc2)noc1C1CCN(CCc2ccccc2)CC1,5.83,5.01,0.82
982,Cc1ccn2c(Nc3ccccc3C)c(-c3ccc(N4CCOCC4)cc3)nc2c1,5.24,4.91,0.33
983,Cc1cc(C)nc(Nc2nc(C)c3cc4c(cc3n2)OCO4)n1,2.32,2.35,-0.03
984,CSc1c(C)c(SC)n2ccncc12,2.25,2.12,0.13
985,COc1ccc(-c2csc(Nc3ccc(C)cc3)n2)cc1,5.15,4.36,0.79
986,C=CCOc1ccnc(-c2ccccc2)n1,3.56,3.05,0.51
987,Cn1c([N+](=O)[O-])cnc1N1CCN(c2nncs2)C1=O,-0.05,0.84,-0.89
988,OC[C@H]1O[C@@H](n2cnc3c(NC4CCCCC4)ncnc32)[C@H](O)[C@@H]1O,0.01,0.46,-0.45
989,COc1c2c(c(OC)c3c1c(=O)c1ccccc1n3C)OCO2,2.43,2.7,-0.27
990,Cc1cccn2cc(-c3cccc(S(=O)(=O)N4CCOCC4)c3)nc12,2.14,2.57,-0.43
991,O=C(c1cc2cc(Br)ccc2oc1=O)N1CCN(c2ccccn2)CC1,2.89,2.68,0.21
992,COc1ccc(-c2csc(Nc3ccccn3)n2)cc1OC,3.85,3.51,0.34
993,CC1=CS/C(=C(/C#N)C(=O)N2CCOCC2)N1c1ccccc1,2.01,2.42,-0.41
994,CCn1c(=O)cc(SCC(=O)N2CCN(c3ccccn3)CC2)c2ccccc21,1.89,2.96,-1.07
995,Cc1cccc(-c2n[nH]cc2-c2ccc3ncccc3n2)n1,2.97,3.21,-0.24
996,O=C(O)c1cncc(Br)c1,1.18,1.25,-0.07
997,COc1c2c(cc3c1OCO3)CCN(C)C2,1.42,1.43,-0.01
998,CCN(C(=O)c1ccco1)c1nc(-c2ccccc2)cs1,3.72,3.95,-0.23
999,CCN(CC)C(=O)c1cccnc1,0.77,1.71,-0.94
1000,COC(=O)c1cncn1[C@H](C)c1ccccc1,2.14,2.1,0.04
1001,COC(=O)c1ccccc1NC(=O)c1ccc(F)cc1,3.86,3.42,0.44
1002,O=C(O)c1cc2cc(OCc3ccccc3)ccc2[nH]1,3.22,3.37,-0.15
1003,C[C@H]1CC[C@H]2NCCN[C@H]2C1,0.97,1.54,-0.57
1004,COc1ccc(CN(CCN(C)C)c2ncccn2)cc1,2.42,2.93,-0.51
1005,CC(C)c1nc(O)cc(CN2CCCCC2)n1,2.97,1.41,1.56
1006,Cc1ccc2nc(Cl)cc(=O)n2c1,1.45,2.0,-0.55
1007,Cn1c(C(=O)c2ccncc2)cc2ccccc21,2.46,3.03,-0.57
1008,CSc1ccc(-c2nc3cnccn3c2Nc2ccc3c(c2)OCO3)cc1,3.36,4.1,-0.74
1009,Oc1ccc2c3c1O[C@H]1c4[nH]c5ccccc5c4C[C@@]4(O)[C@@H](C2)N(CC2CC2)CC[C@]314,3.07,3.46,-0.39
1010,O=C1C=C(N2CCNCC2)C(=O)c2c(O)ccc(O)c21,0.45,0.6,-0.15
1011,O=C1CC2(CCCC2)CC(=O)N1CCCCNC[C@H]1COc2ccccc2O1,2.27,2.91,-0.64
1012,Cc1cc2cc(CN3C(=O)c4ccccc4C3=O)ccc2[nH]1,2.94,3.37,-0.43
1013,CCCCN(CCCC)CCCOC(=O)c1ccc(N)cc1,3.87,3.49,0.38
1014,c1ccc(OCCSc2nc3ccccc3[nH]2)cc1,3.96,3.45,0.51
1015,CC1CCN(S(=O)(=O)c2cccc(-c3cn4cc(Cl)ccc4n3)c2)CC1,3.59,3.74,-0.15
1016,O=[N+]([O-])c1cn2c(n1)OC[C@@H](OCc1ccc(OC(F)(F)F)cc1)C2,4.14,2.57,1.57
1017,CCCN1CCc2cccc3c2[C@H]1Cc1ccc(O)c(O)c1-3,3.69,3.09,0.6
1018,O=C1C[C@@H](c2ccc(O)cc2)Oc2cc(O)cc(O)c21,2.84,2.14,0.7
1019,COC(=O)C(=Cc1ccccc1[N+](=O)[O-])C(=O)OC,2.42,1.79,0.63
1020,CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(Cc1nc(C)c3ccccc3n1)c(=O)n2C,2.8,2.14,0.66
