,SMILES,Experimental LogP,Predicted LogP,Deviation
770,c1ccc(N2CCN(c3ncnc4scc(-c5cccs5)c34)CC2)cc1,5.16,5.28,-0.12
771,CCOC(=O)Cn1c(=O)c2c(nc3n2CCCCN3c2ccc(OCC)cc2)n(C)c1=O,2.39,2.96,-0.57
772,Cc1ccnc(NS(=O)(=O)c2ccc(N)cc2)n1,0.52,1.22,-0.7
773,O=S(=O)(c1cccc2c(Cl)cccc12)N1CCCNCC1,2.14,1.79,0.35
774,Oc1ccc(-c2nc3ccccn3c2Nc2ccc3c(c2)OCCO3)cc1,3.53,3.5,0.03
775,Cc1cc(N2CCN(c3ccccc3)CC2)nc2ccccc12,5.09,4.4,0.69
776,Cc1ccc(Nc2ccc(N)cc2S(=O)(=O)O)cc1,2.05,2.22,-0.17
777,CCOC(=O)c1c2c3c(cccc3n(C)c1=O)C(=O)c1ccccc1-2,2.7,3.25,-0.55
778,O=c1cc(N2CCOCC2)oc2c(-c3cccc4c3sc3ccccc34)cccc12,5.38,5.35,0.03
779,CN(C)c1ccc(-c2nc3ccc(Cl)cn3c2Nc2ccc3c(c2)OCCO3)cc1,4.55,4.19,0.36
780,O=C1C=C(N2CCNCC2)C(=O)c2c(O)ccc(O)c21,0.45,0.91,-0.46
781,CCN(CC)Cc1cc2[nH]c3c4ccc(Cl)cc4ncc3c2cc1OC,4.35,4.41,-0.06
782,COc1ccc(CCO[C@@H]2CCCC[C@H]2N2CC[C@@H](O)C2)cc1OC,2.51,1.94,0.57
783,Cc1ccc(N2CCOCC2)c2c1C(=O)c1ccccc1C2=O,3.32,2.95,0.37
784,COc1cc([N+](=O)[O-])c([N+](=O)[O-])cc1N,0.87,0.52,0.35
785,Oc1cc(-n2cccn2)c(O)cc1-n1cccn1,1.54,1.64,-0.1
786,O=C(O)c1cncc(Br)c1,1.18,1.04,0.14
787,COc1cc(CNCCSc2nnnn2C)cc(Br)c1OCc1ccccc1,3.94,3.33,0.61
788,CC(C)NC(=O)c1ccc(C(C)C)cc1,3.07,2.74,0.33
789,COc1ccc(Br)c2c1C(=O)CC2,2.45,2.31,0.14
790,CN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO,-2.5,-2.73,0.23
791,Cc1nc(C#Cc2ccnc(Cl)c2)c(C)n1-c1ccc(OC(F)(F)F)cc1,5.6,5.17,0.43
792,Brc1c(Br)c(Br)c2[nH]nnc2c1Br,4.38,3.35,1.03
793,CCOC(=O)/C(C#N)=C\c1c[nH]c2ccccc12,2.78,2.28,0.5
794,Nc1ncnc(N2CCc3ccccc32)c1[N+](=O)[O-],2.7,1.81,0.89
795,O=C(O)Cc1sc(-c2ccccc2)nc1-c1ccc(Cl)cc1,5.06,4.66,0.4
796,CCOC(=O)Cn1nc2oc(=O)c(CCN3CCN(c4ccccc4OC)CC3)c(C)c2c1C,2.98,3.01,-0.03
797,CC(=O)OCCN1c2ccccc2Sc2cnccc21,2.39,2.79,-0.4
798,Cc1ccc(Nc2c(-c3ccc(C)cc3)nc3ccc(C)cn23)cc1,5.86,5.41,0.45
799,O=C(O)c1ccc(Nc2ncnc3c2cnn3Cc2ccccc2)cc1,3.28,3.58,-0.3
800,CC(C)OC(=O)CCC/C=C\C[C@H]1[C@@H](O)C[C@@H](O)[C@@H]1CC[C@@H](O)CCc1ccccc1,3.98,4.34,-0.36
801,O=C(O[C@H]1C[C@@H]2C[C@@H]3C[C@@H](C1)N2CC3=O)c1c[nH]c2ccccc12,2.33,2.18,0.15
802,Cn1c(=O)c2c(nc(Cc3ccccc3)n2C)n(C)c1=O,1.41,1.39,0.02
803,O=C(c1ccco1)N1CCN(c2nc(-c3ccc(Cl)cc3)nc3ccccc23)CC1,5.1,4.23,0.87
804,Cc1nnc2sc(SCc3ccc([N+](=O)[O-])cc3)nn2c1=O,3.3,2.07,1.23
805,CN1C(=C=Cc2cc(I)c(O)c(I)c2)C(C)(C)c2ccccc21,6.48,5.92,0.56
806,O=C1c2ccccc2C(=O)c2c1cccc2-n1nnc2ccccc21,4.03,2.26,1.77
807,Cn1cnc([N+](=O)[O-])c1Sc1nc[nH]n1,1.19,0.68,0.51
808,CCCN(CCC)[C@H]1CCc2ccc(O)cc2C1,3.28,3.9,-0.62
809,Cc1ccccc1N1CCN(c2ncnc3scc(-c4cccs4)c23)CC1,5.67,5.43,0.24
810,Clc1ccc(-c2cn3cccnc3n2)cc1,2.44,2.67,-0.23
811,Oc1cccc2cnccc12,1.44,0.97,0.47
812,CN(C)C(=O)OC1=C(c2ccccc2)Sc2ccccc2-n2cccc21,4.02,4.44,-0.42
813,O=C1C(Br)=Cc2cccc3cccc1c23,3.46,3.9,-0.44
814,N=C(N)NC(=N)Nc1ccccc1,0.73,-0.15,0.88
815,COc1ccc(C(=O)NCCC2=CCCCC2)cc1,2.97,2.76,0.21
816,CNC(=O)c1c(-c2ccc(F)cc2)oc2cc(N(CCO)S(C)(=O)=O)c(C3CC3)cc12,1.6,2.02,-0.42
817,c1ccc(Sc2ncccn2)nc1,2.29,1.74,0.55
818,O=C(O)/C(=C/c1ccccc1)c1ccccc1,3.8,3.26,0.54
819,CCCCNC1(c2cc3ccccc3s2)CCCCC1,5.59,5.18,0.41
820,CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(N)cccc3nc2-1,0.39,1.07,-0.68
821,N#CC1(c2ccc(NC(=O)c3cccnc3NCc3ccncc3)cc2)CCCC1,4.29,3.77,0.52
822,O=C1CC2(CCCC2)CC(=O)N1CCNC[C@H]1COc2ccccc2O1,1.7,1.05,0.65
823,CN(NC1=NCCO1)c1ccc2ccccc2c1,2.88,2.35,0.53
824,NC=C1C(=O)N(c2ccccc2)C(=O)N(c2ccccc2)C1=O,1.72,1.79,-0.07
825,O=C(Nc1nc(-c2cccnc2)cs1)c1ccc(Br)s1,4.07,3.46,0.61
826,COc1ccc(-c2cc(C(F)(F)F)n3nc(C(=O)O)c(Cl)c3n2)cc1OC,3.82,3.52,0.3
827,CC(C)S(=O)(=O)NC[C@H](C)c1ccc(NC(=O)c2cc(F)cc(F)c2)cc1,3.52,4.1,-0.58
828,CCOc1ccc(NC(=O)CSc2nncc(O)n2)cc1,1.47,2.08,-0.61
829,CCOC(=O)c1ccc(Nc2ncnc3c2cnn3C)cc1,2.26,2.46,-0.2
830,O=S(=O)(c1cccc2c(I)cccc12)N1CCCNCC1,2.47,2.59,-0.12
831,CN(C)CCCN1c2ccccc2Sc2ccc3ccccc3c21,4.92,4.87,0.05
832,COc1ccc(Cl)cc1NC(=O)c1nc2nc(C)cc(C(F)F)n2n1,2.83,3.36,-0.53
833,N#CCCN(c1ccc(C=O)cc1)S(=O)(=O)c1ccccc1,2.17,2.39,-0.22
834,CCSC1=NCCN1C(=O)C(C)(C)Oc1ccc(Cl)cc1,4.0,3.31,0.69
835,Fc1ccc([C@@H]2CCNC[C@H]2COc2ccc3c(c2)OCO3)cc1,3.15,2.85,0.3
836,c1cc2c3c(cccc3c1)NC1(CCC3(CC1)Nc1cccc4cccc(c14)N3)N2,4.49,5.74,-1.25
837,CN1CCc2cccc3c2[C@@H]1Cc1ccc(O)c(O)c1-3,2.88,3.03,-0.15
838,CC(C)=C1SC(N2CCN(c3cccc(C(F)(F)F)c3)CC2)=NC1=O,3.65,3.84,-0.19
839,Nc1ccc(C(=O)Oc2ccc([N+](=O)[O-])cc2)cc1,2.75,2.58,0.17
840,Cc1ccc(C(=O)Nc2nc(-c3ccccc3)cs2)o1,3.7,3.51,0.19
841,COc1cc([C@@H]2c3cc4c(c(O)c3C[C@H]3COC(=O)[C@@H]32)OCO4)cc(OC)c1OC,2.51,2.47,0.04
842,N=C(N)N/N=C(\c1ccc(Cl)cc1)C1CC1,2.2,1.96,0.24
843,Cc1cc(OCCCCOc2ccc(C#N)cc2)ccc1[N+](=O)[O-],4.35,4.41,-0.06
844,CN1CCN([C@H]2Cc3ccccc3Sc3ccc(Cl)cc32)CC1,4.65,4.3,0.35
845,CCCN1CCC[C@@H](c2cccc(O)c2)C1,2.67,2.75,-0.08
846,CSc1nc2ccc(NS(=O)(=O)c3ccc(Br)s3)cc2s1,4.79,4.74,0.05
847,O=C1c2c(O)cc(O)cc2O[C@@H](c2ccc(O)c(O)c2)[C@H]1O,1.82,1.47,0.35
848,Cc1ccc(NCCN(C)C)c2c(=O)c3cc(O)ccc3sc12,3.54,3.39,0.15
849,COCCOC(=O)c1c(C)oc2ccc(OC(=O)N(C)C)cc12,2.01,2.01,0.0
850,CCN1CCN(C(S)=Nc2ccc3nc(N4CCN(C)CC4)cc(C)c3c2)CC1,5.31,3.57,1.74
851,CCOC(=O)c1c(N)ssc1=S,1.97,2.15,-0.18
852,CN/C(=C/[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1,0.99,0.34,0.65
853,CN(C)c1ccc(/C=C/c2ccc3ccccc3n2)cc1,4.81,4.36,0.45
854,CCSc1nc(O)cc(O)n1,2.19,2.01,0.18
855,C(=C/c1ccc(/C=C/c2ccccc2)nn1)\c1ccccc1,4.92,5.38,-0.46
856,CN1CCc2nc(C(=O)N[C@@H]3C[C@@H](C(=O)N(C)C)CC[C@@H]3NC(=O)C(=O)Nc3ccc(Cl)cn3)sc2C1,0.9,-0.24,1.14
857,CC1(C)CCC[C@@](C)([C@H]2CC[C@]3(C)[C@@H]2[C@H](O)C[C@@H]2[C@@]4(C)CC[C@H](O)C(C)(C)[C@@H]4[C@@H](O)C[C@]23C)O1,4.32,4.46,-0.14
858,c1ccc2c(CC3=NCCN3)cccc2c1,2.19,2.47,-0.28
859,C=CCN=C(NC#N)SC,1.63,1.18,0.45
860,CC(C)(C)c1ccc(C(=O)CCCN2CCC(OC(c3ccccc3)c3ccccc3)CC2)cc1,6.96,6.36,0.6
861,Cc1c(-c2ccc(O)cc2)n(Cc2ccc(OCCN3CCCCCC3)cc2)c2ccc(O)cc12,6.0,5.29,0.71
862,CCOC(=O)C1CCN(c2ncnc3c2cnn3-c2ccc(OC)cc2)CC1,2.64,2.75,-0.11
863,CCOCCc1c(O)nc(SC)nc1O,2.46,2.02,0.44
864,O=C(NC1CCCCC1)c1c2c(nc3ccccc13)CCC2,3.89,3.11,0.78
865,c1ccc(-c2nnc(-c3ccccc3)nn2)cc1,3.02,3.2,-0.18
866,c1ccc2sc(C3(NCC4CC4)CCCCC3)cc2c1,5.04,4.87,0.17
867,CCOc1ccc(NC(=O)c2cccc(-n3cnnn3)c2)cc1,2.3,2.03,0.27
868,O=C(NCCCO)C(=O)NCCc1ccc(Cl)cc1,0.56,0.06,0.5
869,Cc1ccc(CNCc2ccc3c(c2)n(C)c(=O)n3C)cc1,3.03,2.95,0.08
870,O[C@@H](c1cc(C(F)(F)F)nc2c(C(F)(F)F)cccc12)[C@@H]1CCCCN1,4.11,4.01,0.1
871,COc1ccc(NC2=C(c3ccccc3)C(=O)N(Cc3ccccc3)C2=O)cc1,3.74,4.2,-0.46
872,O=C1/C(=C\c2ccc(O)c(O)c2)Oc2cc(O)ccc21,2.29,2.65,-0.36
873,COc1ccc(CCNCc2ccc3c(c2)n(C)c(=O)n3C)cc1OC,2.49,2.46,0.03
874,c1ccc(OCCSc2nc3ccccc3[nH]2)cc1,3.96,3.54,0.42
875,Cc1cc(C)c(NS(=O)(=O)c2ccc(Cl)c(C(=O)O)c2)c(C)c1,4.26,4.32,-0.06
876,Cc1ccc2nc(-c3ccc(O)cc3)c(Nc3ccc4c(c3)OCO4)n2c1,4.15,3.84,0.31
877,Cn1ncc2c(N3CCN(c4ccccc4F)CC3)ncnc21,2.45,2.24,0.21
878,Cc1cc(C)c(S(=O)(=O)Nc2cccc(C(F)(F)F)c2)c(C)c1,4.88,4.95,-0.07
879,CCCOP(=S)(Nc1nc(N)cc(O)n1)OCCC,2.5,2.08,0.42
880,Cc1ccc(-c2csc(Nc3ccccn3)n2)cc1,4.68,4.45,0.23
881,Cc1nn(C)cc1S(=O)(=O)Nc1ccc(C(F)(F)F)cc1,1.9,2.5,-0.6
882,Cc1nn2c(-n3ccnc3C)c3c(nc2c1-c1ccccc1)CCC3,3.29,3.25,0.04
883,CCCN1CCC[C@H](c2cccc(O)c2)C1,2.67,2.74,-0.07
884,COc1ccccc1-c1nc(-c2ccccn2)no1,3.16,2.59,0.57
885,COC(=O)[C@H]1[C@H]2C[C@H]3c4[nH]c5cc(OC)ccc5c4CCN3C[C@H]2C[C@@H](OC(=O)c2cc(OC)c(OC)c(OC)c2)[C@@H]1OC,3.53,3.64,-0.11
886,O=c1c2ccccc2c2ccccc2c(=O)n1Cc1ccco1,3.35,3.41,-0.06
887,COc1cc(-c2cc(C(=O)O)c3cc4c(cc3n2)OCCO4)cc(OC)c1OC,2.72,2.2,0.52
888,C[C@]12CCC(=O)C[C@@H]1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O,3.69,3.93,-0.24
889,COc1cccc(-c2cc(=O)c3ccccc3o2)c1N,1.98,2.54,-0.56
890,COc1ccc2c(C)cc(C)nc2n1,2.32,1.77,0.55
891,COc1ccc(N/C=C2\C(=O)CCc3c2oc2cc(Cl)c(O)c(Cl)c32)cc1,4.51,4.6,-0.09
892,O=C(O)c1ccc(NCc2nc3ccccc3[nH]2)cc1,1.43,3.05,-1.62
893,Cc1cnc2c(N)cc(C)c(C)c2c1,2.84,2.18,0.66
894,CO[C@]1(C2=NCCN2)COc2ccccc2O1,1.37,0.38,0.99
895,Cc1cccc(Nc2ncccc2C(=O)O)c1C,3.28,3.24,0.04
896,CCOC(=O)c1ccc(Nc2nc(C(=O)OCC)nc3ccccc23)cc1,4.47,4.63,-0.16
897,CC(C)(C)n1cc(C(=O)c2ccccc2)cc1-c1ccccc1,5.36,5.4,-0.04
898,CC(C)(C)c1ccc(C(=O)NCc2ccco2)cc1,3.38,3.02,0.36
899,CCCCN(CC)c1nc(C)nc2c1c(C)cn2-c1c(C)cc(C)cc1C,7.36,5.53,1.83
900,CC1CCN(c2nc(-c3ccc(C(C)(C)C)cc3)nc3ccccc23)CC1,7.31,6.19,1.12
901,O=C(/C=C/c1ccccc1Cl)c1ccc(O)cc1,4.19,4.6,-0.41
902,COc1ccc(/C=C/C(=O)Oc2cc(O)cc(O)c2)cc1,3.41,3.03,0.38
903,CC(C)n1nnc2cc(C(=O)O)ccc21,1.86,1.17,0.69
904,CCCCOc1ccc(C(=O)Nc2ccc(F)cc2F)cc1,4.52,4.56,-0.04
905,CCNc1ccccc1C(=O)O,2.11,1.52,0.59
906,Cc1ccn2c(Nc3ccc4c(c3)OCO4)c(-c3ccc(Cl)cc3)nc2c1,5.06,4.72,0.34
907,OCCNCCNCc1ccc(-c2cccc(Cl)c2)o1,1.71,1.62,0.09
908,Nc1ccc(CCN2CCN(c3cccc(C(F)(F)F)c3)CC2)cc1,3.99,3.49,0.5
909,CCOC(=O)c1ccc(Nc2nnc(C(C)(C)C)c(O)n2)cc1,3.77,3.49,0.28
910,CN(C)N1C(=O)c2c(Cl)c(Cl)c(Cl)c(Cl)c2C1=O,2.98,3.13,-0.15
911,O=C(N/N=C/c1ccc([N+](=O)[O-])o1)c1ccc(O)cc1,1.75,1.59,0.16
912,COc1ccccc1CN[C@@H]1CCCN[C@@H]1c1ccccc1,3.26,2.92,0.34
913,COc1ccc(NC(=O)CN2CCN(C(=O)N3CCOCC3)CC2)cc1,-0.09,0.1,-0.19
914,CC1CCN(c2nc(-c3ccc(Br)cc3)nc3ccccc23)CC1,6.49,5.55,0.94
915,CC1CCN(c2cc(N3CCN(C)CC3)ccc2NC(=O)c2cc(C#N)c[nH]2)CC1,3.12,2.8,0.32
916,COC(=O)C[C@](O)(CCCC(C)(C)O)C(=O)O[C@@H]1C(OC)=C[C@]23CCCN2CCc2cc4c(cc2[C@H]13)OCO4,1.88,1.8,0.08
917,COc1cc(NS(=O)(=O)c2ccc(N)cc2)nc(OC)n1,1.26,0.88,0.38
918,CCCN(CCc1cccs1)[C@H]1CCc2c(O)cccc2C1,4.34,4.56,-0.22
919,CC(C)(Cc1ccc2ccccc2c1)NC[C@@H](O)COc1cccc(Cl)c1C#N,4.98,4.55,0.43
920,O=S(=O)(c1ccc(-c2csc(Nc3ccc(Cl)cc3)n2)cc1)N1CCOCC1,4.23,4.19,0.04
921,CCN(CC)CCNc1ccc2nc(C)n3c4ccc(OC)cc4c(=O)c1c23,3.45,3.39,0.06
922,CN1CC[C@@H](c2ccc(F)cc2)[C@H](COc2ccc3c(c2)OCO3)C1,3.53,2.89,0.64
923,CC1=CS/C(=C(/C#N)C(=O)N2CCOCC2)N1c1ccccc1,2.01,1.8,0.21
924,C[C@]1(c2ccccc2)O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,3.65,2.96,0.69
925,Cc1ccn2c(NC(=O)c3ccco3)c(-c3ccccc3)nc2c1,3.55,3.0,0.55
926,N=C(N)NC(=N)Nc1ccc(O)cc1,-0.13,-0.18,0.05
927,Fc1cccc(/C=N/N=C/c2cccc(F)c2)c1,3.73,4.58,-0.85
928,NNC(=O)c1ccc(O)cc1,0.22,-0.03,0.25
929,C[C@H]1CCCC(=O)CCC/C=C/c2c(O)cc(O)cc2C(=O)O1,3.72,3.45,0.27
930,[O-][n+]1ccc(CC(O)(C(F)(F)F)C(F)(F)F)cc1,0.16,1.23,-1.07
931,COc1cccc(/C=C/c2nccc3ccccc23)c1OC,4.0,3.96,0.04
932,COc1nc(-c2ccc3c(c2)OCO3)n(-c2ccc(NC(=O)CSc3ccccc3)cc2)n1,4.77,3.84,0.93
933,NS(=O)(=O)c1nn2cc(-c3ccccc3)nc2s1,2.11,1.41,0.7
934,C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C(Cl)=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,1.73,2.02,-0.29
935,COc1ccc([C@H]2Sc3ccccc3N(CCN(C)C)C(=O)[C@H]2OC(C)=O)cc1,2.73,3.04,-0.31
936,c1ccc2c(c1)Nc1ccncc1S2,2.41,2.48,-0.07
937,O=C(c1ccc(Cl)nc1)c1cccs1,2.95,3.0,-0.05
938,O=c1cc(-c2ccccc2)oc2cc(O)c(O)cc12,2.36,2.67,-0.31
939,Fc1ccc(-c2nc3ccccc3[nH]2)cc1,3.43,3.03,0.4
940,CCSc1nnc(-c2cc(Br)ccc2N)c(O)n1,2.89,2.76,0.13
941,CCCCOc1nc2c(c(=O)n(C)c(=O)n2C)n1C,1.3,1.21,0.09
942,O=[N+]([O-])c1ccc(CN2CCOCCOCCOCC2)cc1,1.54,0.45,1.09
943,NC(=O)c1ccc(OC[C@H](O)CN2CC=C(c3ccc(F)cc3)CC2)cc1,2.36,2.0,0.36
944,COc1ccc(OC)c2sc(NC(=O)c3ccc(S(=O)(=O)N4CCCC4)cc3)nc12,3.03,3.07,-0.04
945,CCN1CCN(c2cc(C)c3cc(NC(=O)c4ccco4)ccc3n2)CC1,3.7,3.16,0.54
946,O=[N+]([O-])c1c(N2CCN(CCO)CC2)nc2ccccn12,0.65,-0.05,0.7
947,COC(=O)c1cn(C(=O)c2ccccc2F)c2ccccc12,3.39,3.73,-0.34
948,Cc1cc(C)n(-c2ccc(Cl)nn2)n1,1.61,1.72,-0.11
949,COc1cc2c3c(n(C)c(=O)c2cc1OC)-c1cc2c(cc1C3=O)OCO2,1.43,2.14,-0.71
950,Nc1nc(Cl)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,-1.18,-0.94,-0.24
951,O=C(c1cncc(Br)c1)N1CCN(Cc2ccsc2)CC1,2.17,2.03,0.14
952,Cn1c(=O)c2c(nc(N3CCOCC3)n2C)n(C)c1=O,0.03,0.12,-0.09
953,Clc1ccc(-c2nc3cnccn3c2Nc2ccc3c(c2)OCO3)cc1,3.33,3.89,-0.56
954,O=C(CCCN1CCC(O)(c2cccc(C(F)(F)F)c2)CC1)c1ccc(F)cc1,3.93,4.05,-0.12
955,CC[C@@H](C)n1ncn(-c2ccc(N3CCN(c4ccc(OC[C@@H]5CO[C@@](Cn6cncn6)(c6ccc(Cl)cc6Cl)O5)cc4)CC3)cc2)c1=O,7.31,6.35,0.96
956,O=c1oc2cc(O)cc(O)c2c2ccccc12,2.32,2.24,0.08
957,O=C1C2CCN(CC2)C1(CO)CO,-0.8,-1.69,0.89
958,CCCOc1ccc(Br)cc1-c1cc(-c2ccc(Cl)cc2)[nH]c1-c1ccncc1,6.71,6.27,0.44
959,C[C@@H]1C(=O)O[C@H]2C[C@@]34[C@H]5C[C@@H](C(C)(C)C)[C@]36[C@@H](OC(=O)[C@@H]6O)O[C@@]4(C(=O)O5)[C@]21O,0.34,0.73,-0.39
960,C[C@H]1O[C@H](O[C@@H]2[C@@H](CO)O[C@H](O[C@@H]3[C@@H](CO)O[C@@H](O)[C@H](O)[C@H]3O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1N[C@H]1C=C(CO)[C@@H](O)[C@H](O)[C@H]1O,-7.61,-5.06,-2.55
961,CSc1ccc(NC(=O)CCl)cc1,2.38,2.31,0.07
962,Cc1c(Cl)cccc1Nc1ccccc1C(=O)O,5.49,4.61,0.88
963,Cc1cc(N2CCOCC2)nc(N2CCOCC2)n1,1.23,1.26,-0.03
964,COc1ccc(C(=O)Nc2nc(-c3ccccc3)cs2)cc1,4.28,3.98,0.3
965,CCOC(=O)c1ccc(N(C)c2csc(-c3ccccc3)n2)cc1,5.28,5.42,-0.14
966,CNC(=O)c1cc2c(cn1)[nH]c1ccccc12,1.33,1.18,0.15
967,CCCN(CCC)C1Cc2cc(OC)c(OC)cc2C1,3.75,3.72,0.03
968,Cc1cc(C)c(Cn2cnc3ccccc32)c(C)c1,4.75,3.85,0.9
969,O=C(NC1(N2CCOCC2)CC1)c1ccc(Cl)cc1,1.96,1.54,0.42
970,CCOC(=O)c1cnc2ccc(OCC)cc2c1N1CCN(c2ccccc2)CC1,4.54,4.41,0.13
971,COc1ccc(CCNC(=O)c2ccco2)cc1OC,1.81,1.42,0.39
972,COc1ccc(-c2nc3nc(C)cc(C)n3c2Nc2c(C)cccc2C)cc1,4.57,4.98,-0.41
973,Oc1cc2c(cc1O)[C@H](c1ccccc1)CNCC2,1.88,2.34,-0.46
974,CCOc1ccc(Cl)cc1S(=O)(=O)N1CCC(C(=O)N2CCCC2)CC1,1.95,1.65,0.3
975,N[C@@]1(C(=O)O)CC[C@@H](C(=O)O)C1,-2.65,-2.61,-0.04
976,COc1ccccc1NC(=O)C(=O)c1cn(CC(=O)N2CCCC2)c2ccccc12,2.61,2.7,-0.09
977,COC(=O)c1cc(-c2c[nH]cc2C(=O)OCc2ccccc2)cn1S(=O)(=O)c1ccc(C)cc1,4.87,4.9,-0.03
978,O=c1onc2cnc3ccccc3n12,1.74,0.92,0.82
979,Cc1cc(NC(=O)c2ccccc2)c(Cl)cc1N,3.35,2.99,0.36
980,NC(=O)c1nccn1Cc1ccccc1,1.03,0.63,0.4
981,Clc1ccc([C@H](Cn2ccnc2)OCc2csc3c(Cl)cccc23)c(Cl)c1,6.23,5.98,0.25
982,O=Cc1cn(Cc2ccc(Cl)cc2)c2ccccc12,4.34,3.97,0.37
983,COc1cccc(/C=C/c2nc(C#N)c(NCCN(C)C)o2)c1,2.15,2.49,-0.34
984,Cc1c(N2C(=O)[C@@H]3[C@H](O)CCN3C2=O)ccc(C#N)c1Cl,1.1,1.39,-0.29
985,O=C(C(=O)N1CCc2ccccc2C1)c1c[nH]c2ccccc12,2.99,2.76,0.23
986,Cc1c(-c2ccc(Cl)cc2)noc1C1CCN(CCc2ccccc2)CC1,5.83,4.8,1.03
987,Cc1cc(O)nc(N2CCCCC2)n1,2.11,1.92,0.19
988,COc1ccc2[nH]c3c(c2c1)CCNC3,1.43,1.52,-0.09
989,CC(C)(Cc1c[nH]c2ccc(Cl)cc12)NCCOc1ccccc1OCC1CC1,5.49,5.32,0.17
990,Cc1ccc2nc(-c3ccccc3F)c(Nc3ccc(Cl)cc3)n2c1,5.58,5.33,0.25
991,COc1ccccc1/C=C1\Cc2ccccc2C1=O,3.73,3.38,0.35
992,CCN(c1ccccc1)c1nc(Cl)nc2c1cnn2C,3.39,3.38,0.01
993,Nc1ccccc1-n1nc2ccc3ccccc3c2n1,3.22,3.11,0.11
994,NC(=O)c1ccc(Oc2ccc(C(N)=O)cc2)cc1,1.17,1.51,-0.34
995,COc1ccc(OC)c(S(=O)(=O)N2CCN(c3ccccn3)CC2)c1,1.83,1.43,0.4
996,Cc1[nH]c2ccccc2c1C(=O)C(=O)Nc1ccc2c(c1)OCO2,2.85,2.57,0.28
997,CCCN(CCC)S(=O)(=O)c1ccc(C(=O)Nc2nc3c(s2)CCc2ccccc2-3)cc1,5.95,5.44,0.51
998,CC1(C)CCC[C@@]2(C)[C@H]1CC[C@@]1(C)OC(=O)C[C@H]21,3.6,4.14,-0.54
999,Cc1cc(N2CCN(C)CC2)nc2ccc(NC(S)=NCCCN3CCN(C)CC3)cc12,2.98,2.95,0.03
1000,Cc1ccc(C(=O)COc2cc(O)c3c(=O)cc(-c4ccccc4)oc3c2)cc1,4.9,4.81,0.09
1001,C[C@H]1CCC/C=C/[C@@H]2C[C@H](O)C[C@H]2[C@H](O)/C=C/C(=O)O1,2.01,1.45,0.56
1002,COc1ccc2c(c1)CCc1sc(NC(=O)c3ccco3)nc1-2,4.04,3.45,0.59
1003,Cn1cnc([N+](=O)[O-])c1S(=O)(=O)Oc1cccc2ccccc12,2.91,2.31,0.6
1004,C[C@@H](C(=O)O)c1ccc(-c2ccccc2)c(F)c1,3.94,3.77,0.17
1005,CSc1ccc2c(c1)[C@@H](N1CCN(C)CC1)Cc1ccccc1S2,4.68,4.48,0.2
1006,O=C(Oc1cccc([N+](=O)[O-])c1)N1CCCCC1,2.48,1.72,0.76
1007,c1ccc(-n2ncc3cccnc32)cc1,2.23,1.85,0.38
1008,OC[C@@H]1NC[C@H](O)[C@H](O)[C@H]1O,-2.89,-2.59,-0.3
1009,c1ccc(C(O[C@@H]2CCCN(CCc3ccc4c(c3)OCO4)C2)c2ccccc2)cc1,5.75,4.6,1.15
1010,O=[N+]([O-])c1cc(-c2cccnc2)[nH]n1,1.16,0.7,0.46
1011,CC(C)c1cccc(C(C)C)c1N1C(=O)c2ccc(O)cc2C1=O,4.76,4.84,-0.08
1012,CN(C)c1ccccc1CN1CCCN(Cc2ccccc2N(C)C)C1c1ccncc1,4.59,4.28,0.31
1013,CN(C)S(=O)(=O)c1ccc(Oc2ccc(S(=O)(=O)N(C)C)cc2)cc1,1.58,1.64,-0.06
1014,C[C@@H](Cc1ccc(O)c(O)c1)[C@H](C)Cc1ccc(O)c(O)c1,4.76,4.56,0.2
1015,NC[C@@H](O)c1ccc(O)c(O)c1,-0.68,-0.18,-0.5
1016,O=C(c1ccc2c(c1)OCCO2)N1CCCCC1,1.63,1.24,0.39
1017,O=C(Nc1c(-c2ccccc2)nc2ccc(Cl)cn12)c1cccs1,4.49,4.15,0.34
1018,CN(c1ccccc1)S(=O)(=O)c1ccc(C(=O)Nc2nccs2)cc1,3.12,2.9,0.22
1019,C=C(CN(C)C)C(=O)c1ccccc1Cl,2.71,1.85,0.86
1020,Nc1ccc(OC(=O)Nc2ccc(O)cc2)cc1,2.36,2.64,-0.28
1021,Cc1ccc(S(=O)(=O)/C=C/C#N)cc1,1.71,1.82,-0.11
1022,O=C(CSc1ncccn1)N1CCCC1,0.57,0.78,-0.21
1023,Cc1ccc(N2CCN(S(=O)(=O)N(C)C)CC2)cc1Cl,1.76,2.25,-0.49
